model,game,social_distance,money,rep,raw_response,share,share_pct,latency_s
x-ai/grok-4.1-fast,dictator,1,12,3,I share 6 dollars,6.0,0.5,7.239270925521851
x-ai/grok-4.1-fast,dictator,1,27,1,I share 14 dollars,14.0,0.5185185185185185,7.344599008560181
x-ai/grok-4.1-fast,dictator,1,27,2,I share 14 dollars,14.0,0.5185185185185185,6.870203495025635
x-ai/grok-4.1-fast,dictator,1,27,3,I share 20 dollars,20.0,0.7407407407407407,10.381139278411863
x-ai/grok-4.1-fast,dictator,1,41,1,I share 25 dollars,25.0,0.6097560975609756,10.836404085159302
x-ai/grok-4.1-fast,dictator,1,41,2,I share 21 dollars,21.0,0.5121951219512195,8.560790300369263
x-ai/grok-4.1-fast,dictator,1,41,3,I share 20 dollars,20.0,0.4878048780487805,9.761494398117064
x-ai/grok-4.1-fast,dictator,1,95,1,I share 50 dollars,50.0,0.5263157894736842,7.807777404785156
x-ai/grok-4.1-fast,dictator,1,95,2,I share 48 dollars,48.0,0.5052631578947369,7.02652645111084
x-ai/grok-4.1-fast,dictator,1,95,3,I share 50 dollars,50.0,0.5263157894736842,11.958876848220823
x-ai/grok-4.1-fast,dictator,1,144,1,I share 72 dollars,72.0,0.5,8.543145179748535
x-ai/grok-4.1-fast,dictator,1,144,2,I share 72 dollars,72.0,0.5,3.47660756111145
x-ai/grok-4.1-fast,dictator,1,144,3,I share 72 dollars,72.0,0.5,7.090714693069458
x-ai/grok-4.1-fast,dictator,1,63,1,I share 32 dollars,32.0,0.5079365079365079,10.06656551361084
x-ai/grok-4.1-fast,dictator,1,63,2,I share 32 dollars,32.0,0.5079365079365079,12.670941591262816
x-ai/grok-4.1-fast,dictator,1,63,3,I share 32 dollars,32.0,0.5079365079365079,10.852914094924929
x-ai/grok-4.1-fast,dictator,1,328,1,I share 164 dollars,164.0,0.5,4.846961498260498
x-ai/grok-4.1-fast,dictator,1,328,2,I share 164 dollars,164.0,0.5,7.76987361907959
x-ai/grok-4.1-fast,dictator,1,328,3,I share 164 dollars,164.0,0.5,5.527512311935425
x-ai/grok-4.1-fast,dictator,1,217,1,I share 150 dollars,150.0,0.6912442396313364,8.414228677749634
x-ai/grok-4.1-fast,dictator,1,217,2,I share 109 dollars,109.0,0.5023041474654378,10.272905111312866
x-ai/grok-4.1-fast,dictator,1,217,3,I share 109 dollars,109.0,0.5023041474654378,9.683760404586792
x-ai/grok-4.1-fast,dictator,1,496,1,I share 248 dollars,248.0,0.5,6.266087532043457
x-ai/grok-4.1-fast,dictator,1,496,2,I share 248 dollars,248.0,0.5,6.947614908218384
x-ai/grok-4.1-fast,dictator,1,496,3,I share 248 dollars,248.0,0.5,10.70266079902649
x-ai/grok-4.1-fast,dictator,1,751,1,I share 376 dollars,376.0,0.5006657789613849,6.489551544189453
x-ai/grok-4.1-fast,dictator,1,751,2,I share 376 dollars,376.0,0.5006657789613849,6.80538010597229
x-ai/grok-4.1-fast,dictator,1,751,3,I share 376 dollars,376.0,0.5006657789613849,14.32295823097229
x-ai/grok-4.1-fast,dictator,1,3926,1,I share 1963 dollars,1963.0,0.5,10.824645757675173
x-ai/grok-4.1-fast,dictator,1,3926,2,I share 1963 dollars,1963.0,0.5,5.54809308052063
x-ai/grok-4.1-fast,dictator,1,3926,3,I share 1963 dollars,1963.0,0.5,4.93192720413208
x-ai/grok-4.1-fast,dictator,1,1717,1,I share 858 dollars,858.0,0.4997087944088526,8.258419036865234
x-ai/grok-4.1-fast,dictator,1,1717,2,I share 858 dollars,858.0,0.4997087944088526,11.361924648284912
x-ai/grok-4.1-fast,dictator,1,1717,3,I share 858 dollars,858.0,0.4997087944088526,11.55944323539734
x-ai/grok-4.1-fast,dictator,1,1135,1,I share 567 dollars,567.0,0.4995594713656388,9.035967588424684
x-ai/grok-4.1-fast,dictator,1,1135,2,I share 567 dollars,567.0,0.4995594713656388,14.187079191207886
x-ai/grok-4.1-fast,dictator,1,1135,3,I share 567 dollars,567.0,0.4995594713656388,11.457826614379885
x-ai/grok-4.1-fast,dictator,1,2596,1,I share 1298 dollars,1298.0,0.5,13.00020432472229
x-ai/grok-4.1-fast,dictator,1,2596,2,I share 1298 dollars,1298.0,0.5,6.673123836517334
x-ai/grok-4.1-fast,dictator,1,2596,3,I share 1298 dollars,1298.0,0.5,9.839893341064451
x-ai/grok-4.1-fast,dictator,1,5938,1,I share 2969 dollars,2969.0,0.5,7.553932428359985
x-ai/grok-4.1-fast,dictator,1,5938,2,I share 2969 dollars,2969.0,0.5,5.364389419555664
x-ai/grok-4.1-fast,dictator,1,5938,3,I share 2969 dollars,2969.0,0.5,10.658610820770264
x-ai/grok-4.1-fast,dictator,1,8979,1,I share 4490 dollars,4490.0,0.5000556854883618,8.63809871673584
x-ai/grok-4.1-fast,dictator,1,8979,2,I share 4490 dollars,4490.0,0.5000556854883618,10.200398683547974
x-ai/grok-4.1-fast,dictator,1,8979,3,I share 4489 dollars,4489.0,0.4999443145116383,6.716715574264526
x-ai/grok-4.1-fast,dictator,1,13578,1,I share 6789 dollars,6789.0,0.5,6.32633113861084
x-ai/grok-4.1-fast,dictator,1,13578,2,I share 6789 dollars,6789.0,0.5,10.41514801979065
x-ai/grok-4.1-fast,dictator,1,13578,3,I share 6789 dollars,6789.0,0.5,5.931843042373657
x-ai/grok-4.1-fast,dictator,1,31054,1,I share 15527 dollars,15527.0,0.5,6.80718994140625
x-ai/grok-4.1-fast,dictator,1,31054,2,I share 15527 dollars,15527.0,0.5,6.41650128364563
x-ai/grok-4.1-fast,dictator,1,31054,3,I share 15527 dollars,15527.0,0.5,6.253641843795776
x-ai/grok-4.1-fast,dictator,1,71000,1,I share 35500 dollars,35500.0,0.5,5.64670205116272
x-ai/grok-4.1-fast,dictator,1,71000,2,I share 35500 dollars,35500.0,0.5,9.491631031036375
x-ai/grok-4.1-fast,dictator,1,71000,3,I share 35500 dollars,35500.0,0.5,12.541346073150637
x-ai/grok-4.1-fast,dictator,1,46962,1,I share 23481 dollars,23481.0,0.5,8.689407587051392
x-ai/grok-4.1-fast,dictator,1,46962,2,I share 23481 dollars,23481.0,0.5,9.434077739715576
x-ai/grok-4.1-fast,dictator,1,46962,3,I share 23481 dollars,23481.0,0.5,17.761613845825195
x-ai/grok-4.1-fast,dictator,1,20531,1,I share 10265 dollars,10265.0,0.4999756465832156,13.925025463104248
x-ai/grok-4.1-fast,dictator,1,20531,2,I share 10265 dollars,10265.0,0.4999756465832156,8.672784090042114
x-ai/grok-4.1-fast,dictator,1,20531,3,I share 10266 dollars,10266.0,0.5000243534167844,19.47223544120789
x-ai/grok-4.1-fast,dictator,1,107392,1,I share 53696 dollars,53696.0,0.5,4.33094334602356
x-ai/grok-4.1-fast,dictator,1,107392,2,I share 53696 dollars,53696.0,0.5,16.433797597885132
x-ai/grok-4.1-fast,dictator,1,107392,3,I share 53696 dollars,53696.0,0.5,9.31153917312622
x-ai/grok-4.1-fast,dictator,1,250000,1,I share 125000 dollars,125000.0,0.5,15.781275272369385
x-ai/grok-4.1-fast,dictator,1,250000,2,I share 125000 dollars,125000.0,0.5,9.249730587005615
x-ai/grok-4.1-fast,dictator,1,250000,3,I share 125000 dollars,125000.0,0.5,11.956348657608032
x-ai/grok-4.1-fast,dictator,1,162379,1,I share 81190 dollars,81190.0,0.5000030792159085,18.995705604553223
x-ai/grok-4.1-fast,dictator,1,162379,2,I share 81190 dollars,81190.0,0.5000030792159085,6.662858486175537
x-ai/grok-4.1-fast,dictator,1,162379,3,I share 81190 dollars,81190.0,0.5000030792159085,12.915060758590698
x-ai/grok-4.1-fast,dictator,2,2,1,I share 1 dollars,1.0,0.5,5.8726067543029785
x-ai/grok-4.1-fast,dictator,2,2,2,I share 1 dollars,1.0,0.5,10.39727520942688
x-ai/grok-4.1-fast,dictator,2,2,3,I share 1 dollars,1.0,0.5,11.632148265838625
x-ai/grok-4.1-fast,dictator,2,3,1,I share 1.5 dollars,1.5,0.5,14.225722551345823
x-ai/grok-4.1-fast,dictator,2,3,2,I share 1.50 dollars,1.5,0.5,11.666471004486084
x-ai/grok-4.1-fast,dictator,2,3,3,I share 1.50 dollars,1.5,0.5,7.317308187484741
x-ai/grok-4.1-fast,dictator,2,5,1,I share 2.50 dollars,2.5,0.5,11.937316179275513
x-ai/grok-4.1-fast,dictator,2,5,2,I share 2.50 dollars,2.5,0.5,8.98106598854065
x-ai/grok-4.1-fast,dictator,2,5,3,I share 3 dollars,3.0,0.6,8.737297534942627
x-ai/grok-4.1-fast,dictator,2,1,1,I share 0.50 dollars,0.5,0.5,18.561501026153564
x-ai/grok-4.1-fast,dictator,2,1,2,I share 0.50 dollars,0.5,0.5,12.55812644958496
x-ai/grok-4.1-fast,dictator,2,1,3,I share 0.50 dollars,0.5,0.5,8.13168978691101
x-ai/grok-4.1-fast,dictator,2,8,1,I share 4 dollars,4.0,0.5,8.94144892692566
x-ai/grok-4.1-fast,dictator,2,8,2,I share 4 dollars,4.0,0.5,7.123922824859619
x-ai/grok-4.1-fast,dictator,2,8,3,I share 4 dollars,4.0,0.5,6.852750778198242
x-ai/grok-4.1-fast,dictator,2,10,1,I share 5 dollars,5.0,0.5,8.137556552886963
x-ai/grok-4.1-fast,dictator,2,10,2,I share 5 dollars,5.0,0.5,6.762881278991699
x-ai/grok-4.1-fast,dictator,2,10,3,I share 5 dollars,5.0,0.5,7.00704836845398
x-ai/grok-4.1-fast,dictator,2,12,1,I share 6 dollars,6.0,0.5,7.304868936538696
x-ai/grok-4.1-fast,dictator,2,12,2,I share 6 dollars,6.0,0.5,6.538010358810425
x-ai/grok-4.1-fast,dictator,2,12,3,I share 6 dollars,6.0,0.5,12.520185708999634
x-ai/grok-4.1-fast,dictator,2,41,1,I share 20 dollars,20.0,0.4878048780487805,5.950380086898804
x-ai/grok-4.1-fast,dictator,2,41,2,I share 20 dollars,20.0,0.4878048780487805,12.09483766555786
x-ai/grok-4.1-fast,dictator,2,41,3,I share 20 dollars,20.0,0.4878048780487805,11.2415668964386
x-ai/grok-4.1-fast,dictator,2,18,1,I share 9 dollars,9.0,0.5,5.512876749038696
x-ai/grok-4.1-fast,dictator,2,18,2,I share 9 dollars,9.0,0.5,11.040701389312744
x-ai/grok-4.1-fast,dictator,2,18,3,I share 9 dollars,9.0,0.5,14.38932180404663
x-ai/grok-4.1-fast,dictator,2,27,1,I share 14 dollars,14.0,0.5185185185185185,6.993574619293213
x-ai/grok-4.1-fast,dictator,2,27,2,I share 14 dollars,14.0,0.5185185185185185,11.92926287651062
x-ai/grok-4.1-fast,dictator,2,27,3,I share 14 dollars,14.0,0.5185185185185185,11.776914358139038
x-ai/grok-4.1-fast,dictator,2,95,1,I share 50 dollars,50.0,0.5263157894736842,13.163914680480955
x-ai/grok-4.1-fast,dictator,2,95,2,I share 50 dollars,50.0,0.5263157894736842,12.232855558395386
x-ai/grok-4.1-fast,dictator,2,95,3,I share 50 dollars,50.0,0.5263157894736842,5.59254264831543
x-ai/grok-4.1-fast,dictator,2,63,1,I share 32 dollars,32.0,0.5079365079365079,13.671384811401367
x-ai/grok-4.1-fast,dictator,2,63,2,I share 31 dollars,31.0,0.492063492063492,11.810762643814089
x-ai/grok-4.1-fast,dictator,2,63,3,I share 32 dollars,32.0,0.5079365079365079,8.875192165374756
x-ai/grok-4.1-fast,dictator,2,144,1,I share 72 dollars,72.0,0.5,12.113830804824827
x-ai/grok-4.1-fast,dictator,2,144,2,I share 72 dollars,72.0,0.5,6.5905516147613525
x-ai/grok-4.1-fast,dictator,2,144,3,I share 72 dollars,72.0,0.5,7.049696683883667
x-ai/grok-4.1-fast,dictator,2,328,1,I share 164 dollars,164.0,0.5,5.275858402252197
x-ai/grok-4.1-fast,dictator,2,328,2,I share 164 dollars,164.0,0.5,5.636479616165161
x-ai/grok-4.1-fast,dictator,2,328,3,I share 164 dollars,164.0,0.5,5.568628311157227
x-ai/grok-4.1-fast,dictator,2,496,1,I share 248 dollars,248.0,0.5,8.8085196018219
x-ai/grok-4.1-fast,dictator,2,496,2,I share 248 dollars,248.0,0.5,8.382997035980225
x-ai/grok-4.1-fast,dictator,2,496,3,I share 248 dollars,248.0,0.5,4.631607055664063
x-ai/grok-4.1-fast,dictator,2,217,1,I share 109 dollars,109.0,0.5023041474654378,7.095683336257935
x-ai/grok-4.1-fast,dictator,2,217,2,I share 109 dollars,109.0,0.5023041474654378,8.346131324768066
x-ai/grok-4.1-fast,dictator,2,217,3,I share 109 dollars,109.0,0.5023041474654378,12.224247455596924
x-ai/grok-4.1-fast,dictator,2,1135,1,I share 567 dollars,567.0,0.4995594713656388,7.761537313461304
x-ai/grok-4.1-fast,dictator,2,1135,2,I share 567 dollars,567.0,0.4995594713656388,6.922642707824707
x-ai/grok-4.1-fast,dictator,2,1135,3,I share 568 dollars,568.0,0.5004405286343613,8.321251153945923
x-ai/grok-4.1-fast,dictator,2,1717,1,I share 858 dollars,858.0,0.4997087944088526,11.597498178482056
x-ai/grok-4.1-fast,dictator,2,1717,2,I share 858 dollars,858.0,0.4997087944088526,5.292511463165283
x-ai/grok-4.1-fast,dictator,2,1717,3,I share 858 dollars,858.0,0.4997087944088526,6.277749061584473
x-ai/grok-4.1-fast,dictator,2,751,1,I share 376 dollars,376.0,0.5006657789613849,11.82347321510315
x-ai/grok-4.1-fast,dictator,2,751,2,I share 376 dollars,376.0,0.5006657789613849,7.382726192474365
x-ai/grok-4.1-fast,dictator,2,751,3,I share 376 dollars,376.0,0.5006657789613849,13.352254390716553
x-ai/grok-4.1-fast,dictator,2,2596,1,I share 1298 dollars,1298.0,0.5,6.935436725616455
x-ai/grok-4.1-fast,dictator,2,2596,2,I share 1298 dollars,1298.0,0.5,10.256709814071655
x-ai/grok-4.1-fast,dictator,2,2596,3,I share 1298 dollars,1298.0,0.5,7.092571496963501
x-ai/grok-4.1-fast,dictator,2,3926,1,I share 1963 dollars,1963.0,0.5,8.995629072189331
x-ai/grok-4.1-fast,dictator,2,3926,2,I share 1963 dollars,1963.0,0.5,9.502436876296995
x-ai/grok-4.1-fast,dictator,2,3926,3,I share 1963 dollars,1963.0,0.5,8.04253625869751
x-ai/grok-4.1-fast,dictator,2,5938,1,I share 2969 dollars,2969.0,0.5,8.472188472747803
x-ai/grok-4.1-fast,dictator,2,5938,2,I share 2969 dollars,2969.0,0.5,7.128906488418579
x-ai/grok-4.1-fast,dictator,2,5938,3,I share 2969 dollars,2969.0,0.5,7.689659357070923
x-ai/grok-4.1-fast,dictator,2,8979,1,I share 4490 dollars,4490.0,0.5000556854883618,10.53676152229309
x-ai/grok-4.1-fast,dictator,2,8979,2,I share 4490 dollars,4490.0,0.5000556854883618,7.575648546218872
x-ai/grok-4.1-fast,dictator,2,8979,3,I share 4490 dollars,4490.0,0.5000556854883618,14.171019554138184
x-ai/grok-4.1-fast,dictator,2,13578,1,I share 6789 dollars,6789.0,0.5,8.641762256622314
x-ai/grok-4.1-fast,dictator,2,13578,2,I share 6789 dollars,6789.0,0.5,14.37462329864502
x-ai/grok-4.1-fast,dictator,2,13578,3,I share 6789 dollars,6789.0,0.5,8.299158334732056
x-ai/grok-4.1-fast,dictator,2,20531,1,I share 10266 dollars,10266.0,0.5000243534167844,12.41757607460022
x-ai/grok-4.1-fast,dictator,2,20531,2,I share 10266 dollars,10266.0,0.5000243534167844,10.336597204208374
x-ai/grok-4.1-fast,dictator,2,20531,3,I share 10265 dollars,10265.0,0.4999756465832156,8.552978992462158
x-ai/grok-4.1-fast,dictator,2,31054,1,I share 15527 dollars,15527.0,0.5,6.670167446136475
x-ai/grok-4.1-fast,dictator,2,31054,2,I share 15527 dollars,15527.0,0.5,11.834103107452393
x-ai/grok-4.1-fast,dictator,2,31054,3,"I share 15,527 dollars",15527.0,0.5,12.122849464416504
x-ai/grok-4.1-fast,dictator,2,71000,1,I share 35500 dollars,35500.0,0.5,10.434066772460938
x-ai/grok-4.1-fast,dictator,2,71000,2,I share 35500 dollars,35500.0,0.5,8.909059524536133
x-ai/grok-4.1-fast,dictator,2,71000,3,I share 35500 dollars,35500.0,0.5,5.247785806655884
x-ai/grok-4.1-fast,dictator,2,46962,1,I share 23481 dollars,23481.0,0.5,11.013101816177368
x-ai/grok-4.1-fast,dictator,2,46962,2,I share 23481 dollars,23481.0,0.5,9.529560089111328
x-ai/grok-4.1-fast,dictator,2,46962,3,I share 23481 dollars,23481.0,0.5,6.964637517929077
x-ai/grok-4.1-fast,dictator,2,250000,1,I share 125000 dollars,125000.0,0.5,4.6943182945251465
x-ai/grok-4.1-fast,dictator,2,250000,2,"I share 125,000 dollars",125000.0,0.5,5.823288917541504
x-ai/grok-4.1-fast,dictator,2,250000,3,I share 125000 dollars,125000.0,0.5,10.979156732559204
x-ai/grok-4.1-fast,dictator,2,107392,1,I share 53696 dollars,53696.0,0.5,10.35141897201538
x-ai/grok-4.1-fast,dictator,2,107392,2,I share 53696 dollars,53696.0,0.5,6.495215892791748
x-ai/grok-4.1-fast,dictator,2,107392,3,I share 53696 dollars,53696.0,0.5,10.342572450637816
x-ai/grok-4.1-fast,dictator,4,2,1,I share 1 dollars,1.0,0.5,5.544990539550781
x-ai/grok-4.1-fast,dictator,4,2,2,I share 1 dollars,1.0,0.5,11.321332693099976
x-ai/grok-4.1-fast,dictator,4,2,3,I share 1 dollars,1.0,0.5,6.651728868484497
x-ai/grok-4.1-fast,dictator,2,162379,1,I share 81189 dollars,81189.0,0.4999969207840915,9.1920645236969
x-ai/grok-4.1-fast,dictator,2,162379,2,I share 81189 dollars,81189.0,0.4999969207840915,16.294183492660522
x-ai/grok-4.1-fast,dictator,2,162379,3,I share 81190 dollars,81190.0,0.5000030792159085,7.071148633956909
x-ai/grok-4.1-fast,dictator,4,1,1,I share 0.50 dollars,0.5,0.5,8.540958881378174
x-ai/grok-4.1-fast,dictator,4,1,2,I share 0.50 dollars,0.5,0.5,12.847502946853638
x-ai/grok-4.1-fast,dictator,4,1,3,I share 0.5 dollars,0.5,0.5,11.636906862258911
x-ai/grok-4.1-fast,dictator,4,3,1,I share 2 dollars,2.0,0.6666666666666666,5.998810291290283
x-ai/grok-4.1-fast,dictator,4,3,2,I share 1.50 dollars,1.5,0.5,13.91149353981018
x-ai/grok-4.1-fast,dictator,4,3,3,I share 2 dollars,2.0,0.6666666666666666,8.583626747131348
x-ai/grok-4.1-fast,dictator,4,8,1,I share 4 dollars,4.0,0.5,5.941369533538818
x-ai/grok-4.1-fast,dictator,4,8,2,I share 4 dollars,4.0,0.5,5.4363932609558105
x-ai/grok-4.1-fast,dictator,4,8,3,I share 4 dollars,4.0,0.5,9.404955625534058
x-ai/grok-4.1-fast,dictator,4,12,1,I share 6 dollars,6.0,0.5,3.1863698959350586
x-ai/grok-4.1-fast,dictator,4,12,2,I share 6 dollars,6.0,0.5,6.425368547439575
x-ai/grok-4.1-fast,dictator,4,12,3,I share 6 dollars,6.0,0.5,7.834166049957275
x-ai/grok-4.1-fast,dictator,4,10,1,I share 5 dollars,5.0,0.5,5.420165300369263
x-ai/grok-4.1-fast,dictator,4,10,2,I share 5 dollars,5.0,0.5,5.376831531524658
x-ai/grok-4.1-fast,dictator,4,10,3,I share 5 dollars,5.0,0.5,8.781589269638062
x-ai/grok-4.1-fast,dictator,4,18,1,I share 9 dollars,9.0,0.5,6.975562572479248
x-ai/grok-4.1-fast,dictator,4,18,2,I share 9 dollars,9.0,0.5,6.455977916717529
x-ai/grok-4.1-fast,dictator,4,18,3,I share 9 dollars,9.0,0.5,6.689203500747681
x-ai/grok-4.1-fast,dictator,4,5,1,I share 2.5 dollars,2.5,0.5,6.002425909042358
x-ai/grok-4.1-fast,dictator,4,5,2,I share 2.5 dollars,2.5,0.5,17.98393702507019
x-ai/grok-4.1-fast,dictator,4,5,3,I share 2.50 dollars,2.5,0.5,9.398619890213013
x-ai/grok-4.1-fast,dictator,4,27,1,I share 14 dollars,14.0,0.5185185185185185,6.452902317047119
x-ai/grok-4.1-fast,dictator,4,27,2,I share 20 dollars,20.0,0.7407407407407407,8.162483215332031
x-ai/grok-4.1-fast,dictator,4,27,3,I share 14 dollars,14.0,0.5185185185185185,8.27142333984375
x-ai/grok-4.1-fast,dictator,4,41,1,I share 20 dollars,20.0,0.4878048780487805,6.814511775970459
x-ai/grok-4.1-fast,dictator,4,41,2,I share 21 dollars,21.0,0.5121951219512195,6.424254894256592
x-ai/grok-4.1-fast,dictator,4,41,3,I share 20 dollars,20.0,0.4878048780487805,10.128339290618896
x-ai/grok-4.1-fast,dictator,4,63,1,I share 32 dollars,32.0,0.5079365079365079,9.931194067001345
x-ai/grok-4.1-fast,dictator,4,63,2,I share 31 dollars,31.0,0.492063492063492,9.479671955108644
x-ai/grok-4.1-fast,dictator,4,63,3,I share 32 dollars,32.0,0.5079365079365079,11.764623403549194
x-ai/grok-4.1-fast,dictator,4,328,1,I share 164 dollars,164.0,0.5,6.922494888305664
x-ai/grok-4.1-fast,dictator,4,328,2,I share 164 dollars,164.0,0.5,10.469353199005129
x-ai/grok-4.1-fast,dictator,4,328,3,I share 164 dollars,164.0,0.5,7.554712772369385
x-ai/grok-4.1-fast,dictator,4,217,1,I share 109 dollars,109.0,0.5023041474654378,10.482223987579346
x-ai/grok-4.1-fast,dictator,4,217,2,I share 108 dollars,108.0,0.4976958525345622,13.2824444770813
x-ai/grok-4.1-fast,dictator,4,217,3,I share 108 dollars,108.0,0.4976958525345622,5.005134105682373
x-ai/grok-4.1-fast,dictator,4,95,1,I share 48 dollars,48.0,0.5052631578947369,9.340282201766968
x-ai/grok-4.1-fast,dictator,4,95,2,I share 50 dollars,50.0,0.5263157894736842,8.543334722518921
x-ai/grok-4.1-fast,dictator,4,95,3,I share 47 dollars,47.0,0.4947368421052631,19.05528426170349
x-ai/grok-4.1-fast,dictator,4,144,1,I share 72 dollars,72.0,0.5,11.094154357910156
x-ai/grok-4.1-fast,dictator,4,144,2,I share 72 dollars,72.0,0.5,10.049835920333862
x-ai/grok-4.1-fast,dictator,4,144,3,I share 72 dollars,72.0,0.5,11.773406982421877
x-ai/grok-4.1-fast,dictator,4,496,1,I share 248 dollars,248.0,0.5,11.81265664100647
x-ai/grok-4.1-fast,dictator,4,496,2,I share 248 dollars,248.0,0.5,4.97016191482544
x-ai/grok-4.1-fast,dictator,4,496,3,I share 248 dollars,248.0,0.5,7.994106769561768
x-ai/grok-4.1-fast,dictator,4,751,1,I share 375 dollars,375.0,0.4993342210386152,5.801349401473999
x-ai/grok-4.1-fast,dictator,4,751,2,I share 375 dollars,375.0,0.4993342210386152,5.991962432861328
x-ai/grok-4.1-fast,dictator,4,751,3,I share 376 dollars,376.0,0.5006657789613849,7.459489107131958
x-ai/grok-4.1-fast,dictator,4,2596,1,I share 1298 dollars,1298.0,0.5,5.410670757293701
x-ai/grok-4.1-fast,dictator,4,2596,2,I share 1298 dollars,1298.0,0.5,7.439205169677734
x-ai/grok-4.1-fast,dictator,4,2596,3,I share 1298 dollars,1298.0,0.5,7.356789827346802
x-ai/grok-4.1-fast,dictator,4,1135,1,I share 567 dollars,567.0,0.4995594713656388,8.102705240249634
x-ai/grok-4.1-fast,dictator,4,1135,2,I share 568 dollars,568.0,0.5004405286343613,5.910638809204102
x-ai/grok-4.1-fast,dictator,4,1135,3,I share 567 dollars,567.0,0.4995594713656388,9.67050051689148
x-ai/grok-4.1-fast,dictator,4,3926,1,I share 1963 dollars,1963.0,0.5,7.963228225708008
x-ai/grok-4.1-fast,dictator,4,3926,2,I share 1963 dollars,1963.0,0.5,9.595605850219728
x-ai/grok-4.1-fast,dictator,4,3926,3,I share 1963 dollars,1963.0,0.5,9.76477599143982
x-ai/grok-4.1-fast,dictator,4,1717,1,I share 858 dollars,858.0,0.4997087944088526,7.789637565612793
x-ai/grok-4.1-fast,dictator,4,1717,2,I share 858 dollars,858.0,0.4997087944088526,9.932347297668455
x-ai/grok-4.1-fast,dictator,4,1717,3,I share 858 dollars,858.0,0.4997087944088526,14.63065767288208
x-ai/grok-4.1-fast,dictator,4,5938,1,I share 2969 dollars,2969.0,0.5,5.551801681518555
x-ai/grok-4.1-fast,dictator,4,5938,2,I share 2969 dollars,2969.0,0.5,12.312724590301514
x-ai/grok-4.1-fast,dictator,4,5938,3,I share 2969 dollars,2969.0,0.5,13.06520128250122
x-ai/grok-4.1-fast,dictator,4,13578,1,I share 6789 dollars,6789.0,0.5,9.529282569885254
x-ai/grok-4.1-fast,dictator,4,13578,2,I share 6789 dollars,6789.0,0.5,6.240146636962891
x-ai/grok-4.1-fast,dictator,4,13578,3,I share 6789 dollars,6789.0,0.5,4.424885511398315
x-ai/grok-4.1-fast,dictator,4,31054,1,I share 15527 dollars,15527.0,0.5,6.300255060195923
x-ai/grok-4.1-fast,dictator,4,31054,2,I share 15527 dollars,15527.0,0.5,5.80803108215332
x-ai/grok-4.1-fast,dictator,4,31054,3,I share 15527 dollars,15527.0,0.5,5.255080938339233
x-ai/grok-4.1-fast,dictator,4,8979,1,I share 4490 dollars,4490.0,0.5000556854883618,10.649516344070436
x-ai/grok-4.1-fast,dictator,4,8979,2,I share 4490 dollars,4490.0,0.5000556854883618,14.0016348361969
x-ai/grok-4.1-fast,dictator,4,8979,3,I share 4500 dollars,4500.0,0.5011693952555963,13.3359854221344
x-ai/grok-4.1-fast,dictator,4,71000,1,I share 35500 dollars,35500.0,0.5,5.932995557785034
