condition,model,game,temperature,social_distance,money,rep,raw_response,share,share_pct,latency_s
altprompt,deepseek/deepseek-v3.2,dictator,,2,10,2,I share 4 dollars.,4.0,0.4,1.954538106918335
altprompt,deepseek/deepseek-v3.2,dictator,,2,10,3,I share $6 dollars,6.0,0.6,3.099611282348633
altprompt,deepseek/deepseek-v3.2,dictator,,1,250000,1,I share 125000 dollars.,125000.0,0.5,1.6286818981170654
altprompt,deepseek/deepseek-v3.2,dictator,,1,250000,2,I share 125000 dollars,125000.0,0.5,4.994201898574829
altprompt,deepseek/deepseek-v3.2,dictator,,1,250000,3,I share 125000 dollars,125000.0,0.5,4.1552734375
altprompt,deepseek/deepseek-v3.2,dictator,,2,1,1,I share 0.50 dollars.,0.5,0.5,5.735997676849365
altprompt,deepseek/deepseek-v3.2,dictator,,2,1,2,I share $0.30 dollars.,0.3,0.3,5.044049978256226
altprompt,deepseek/deepseek-v3.2,dictator,,2,1,3,I share 0.50 dollars,0.5,0.5,2.266209125518799
altprompt,deepseek/deepseek-v3.2,dictator,,2,27,1,I share 12 dollars,12.0,0.4444444444444444,2.407928705215454
altprompt,deepseek/deepseek-v3.2,dictator,,2,27,2,I share 0 dollars,0.0,0.0,4.912095308303833
altprompt,deepseek/deepseek-v3.2,dictator,,2,27,3,I share $10 dollars.,10.0,0.37037037037037035,1.8250126838684082
altprompt,deepseek/deepseek-v3.2,dictator,,2,1135,1,I share 340 dollars,340.0,0.29955947136563876,5.079710006713867
altprompt,deepseek/deepseek-v3.2,dictator,,2,1135,2,I share 300 dollars,300.0,0.2643171806167401,2.2864272594451904
altprompt,deepseek/deepseek-v3.2,dictator,,2,1135,3,I share 340 dollars,340.0,0.29955947136563876,5.291144609451294
altprompt,deepseek/deepseek-v3.2,dictator,,2,95,1,I share 38 dollars.,38.0,0.4,6.415619373321533
altprompt,deepseek/deepseek-v3.2,dictator,,2,95,2,I share $38 dollars.,38.0,0.4,1.8117365837097168
altprompt,deepseek/deepseek-v3.2,dictator,,2,95,3,I share 38 dollars,38.0,0.4,7.3357093334198
altprompt,deepseek/deepseek-v3.2,dictator,,2,3926,1,"I share $1,236 dollars",1236.0,0.31482424859908303,3.1526553630828857
altprompt,deepseek/deepseek-v3.2,dictator,,2,3926,2,I share 785 dollars,785.0,0.1999490575649516,1.5612547397613525
altprompt,deepseek/deepseek-v3.2,dictator,,2,3926,3,I share $785 dollars.,785.0,0.1999490575649516,7.568701982498169
altprompt,deepseek/deepseek-v3.2,dictator,,2,328,1,I share $164 dollars.,164.0,0.5,6.180545806884766
altprompt,deepseek/deepseek-v3.2,dictator,,2,328,2,I share 100 dollars,100.0,0.3048780487804878,2.45917010307312
altprompt,deepseek/deepseek-v3.2,dictator,,2,328,3,I share $164 dollars.,164.0,0.5,8.150394439697266
altprompt,deepseek/deepseek-v3.2,dictator,,2,13578,1,I share $6789 dollars.,6789.0,0.5,2.106572151184082
altprompt,deepseek/deepseek-v3.2,dictator,,2,13578,2,"I share $4,534 dollars.",4534.0,0.333922521726322,6.364791631698608
altprompt,deepseek/deepseek-v3.2,dictator,,2,13578,3,I share 6790 dollars,6790.0,0.5000736485491236,4.837143898010254
altprompt,deepseek/deepseek-v3.2,dictator,,10,1,1,I share 0.10 dollars.,0.1,0.1,2.01548433303833
altprompt,deepseek/deepseek-v3.2,dictator,,10,1,2,I share $0.50 dollars.,0.5,0.5,1.8192322254180908
altprompt,deepseek/deepseek-v3.2,dictator,,10,1,3,I share 0.25 dollars.,0.25,0.25,1.3127954006195068
altprompt,deepseek/deepseek-v3.2,dictator,,2,250000,1,"I share $125,000 dollars.",125000.0,0.5,1.1869266033172607
altprompt,deepseek/deepseek-v3.2,dictator,,2,250000,2,"I share $125,000 dollars",125000.0,0.5,2.2162649631500244
altprompt,deepseek/deepseek-v3.2,dictator,,2,250000,3,"I share $75,000 dollars.",75000.0,0.3,3.0063138008117676
altprompt,deepseek/deepseek-v3.2,dictator,,2,46962,1,"I share $23,481 dollars.",23481.0,0.5,8.732432842254639
altprompt,deepseek/deepseek-v3.2,dictator,,2,46962,2,I share $0 dollars.,0.0,0.0,3.7876315116882324
altprompt,deepseek/deepseek-v3.2,dictator,,2,46962,3,I share 14000 dollars,14000.0,0.29811336825518503,4.073135137557983
altprompt,deepseek/deepseek-v3.2,dictator,,2,162379,1,I share $32475.8 dollars,32475.8,0.19999999999999998,3.1351521015167236
altprompt,deepseek/deepseek-v3.2,dictator,,2,162379,2,"I share $81,189.50 dollars.",81189.5,0.5,2.0005202293395996
altprompt,deepseek/deepseek-v3.2,dictator,,2,162379,3,"I share $64,952 dollars.",64952.0,0.40000246337272677,9.383172512054443
altprompt,deepseek/deepseek-v3.2,dictator,,10,10,1,I share $4 dollars.,4.0,0.4,2.0470407009124756
altprompt,deepseek/deepseek-v3.2,dictator,,10,10,2,I share $2 dollars.,2.0,0.2,3.5551042556762695
altprompt,deepseek/deepseek-v3.2,dictator,,10,10,3,I share $3 dollars.,3.0,0.3,7.20247745513916
altprompt,deepseek/deepseek-v3.2,dictator,,10,27,1,I share $10 dollars.,10.0,0.37037037037037035,1.5830161571502686
altprompt,deepseek/deepseek-v3.2,dictator,,10,27,2,I share 8 dollars,8.0,0.2962962962962963,1.354276180267334
altprompt,deepseek/deepseek-v3.2,dictator,,10,27,3,I share $13 dollars.,13.0,0.48148148148148145,7.379178524017334
altprompt,deepseek/deepseek-v3.2,dictator,,10,328,1,I share 98 dollars.,98.0,0.29878048780487804,3.9440855979919434
altprompt,deepseek/deepseek-v3.2,dictator,,10,328,2,I share $65.60 dollars.,65.6,0.19999999999999998,4.717986822128296
altprompt,deepseek/deepseek-v3.2,dictator,,10,328,3,I share 98 dollars.,98.0,0.29878048780487804,1.997781753540039
altprompt,deepseek/deepseek-v3.2,dictator,,10,1135,1,I share 113 dollars,113.0,0.09955947136563877,5.124276161193848
altprompt,deepseek/deepseek-v3.2,dictator,,10,1135,2,I share 280 dollars,280.0,0.24669603524229075,1.461686611175537
altprompt,deepseek/deepseek-v3.2,dictator,,10,1135,3,I share 0 dollars.,0.0,0.0,1.8153793811798096
altprompt,deepseek/deepseek-v3.2,dictator,,10,13578,1,I share 1357 dollars.,1357.0,0.09994108116070113,2.243568181991577
altprompt,deepseek/deepseek-v3.2,dictator,,10,13578,2,"I share $1,357 dollars.",1357.0,0.09994108116070113,1.4804883003234863
altprompt,deepseek/deepseek-v3.2,dictator,,10,13578,3,I share $6789 dollars,6789.0,0.5,1.5582671165466309
altprompt,deepseek/deepseek-v3.2,dictator,,10,95,1,I share 19 dollars.,19.0,0.2,1.3016314506530762
altprompt,deepseek/deepseek-v3.2,dictator,,10,95,2,I share 38 dollars.,38.0,0.4,2.4590675830841064
altprompt,deepseek/deepseek-v3.2,dictator,,10,95,3,I share $9 dollars,9.0,0.09473684210526316,10.982393980026245
altprompt,deepseek/deepseek-v3.2,dictator,,10,3926,1,I share $392 dollars.,392.0,0.09984717269485481,1.4880454540252686
altprompt,deepseek/deepseek-v3.2,dictator,,10,3926,2,I share 392 dollars,392.0,0.09984717269485481,2.1622886657714844
altprompt,deepseek/deepseek-v3.2,dictator,,10,3926,3,I share 392 dollars.,392.0,0.09984717269485481,4.634315013885498
altprompt,deepseek/deepseek-v3.2,dictator,,10,46962,1,I share 0 dollars,0.0,0.0,1.6266562938690186
altprompt,deepseek/deepseek-v3.2,dictator,,10,46962,2,I share $5000 dollars.,5000.0,0.10646906009113752,3.398991107940674
altprompt,deepseek/deepseek-v3.2,dictator,,10,46962,3,I share $0 dollars.,0.0,0.0,2.7337327003479004
altprompt,deepseek/deepseek-v3.2,dictator,,20,27,1,I share 5 dollars.,5.0,0.18518518518518517,2.4525508880615234
altprompt,deepseek/deepseek-v3.2,dictator,,20,27,2,I share 5 dollars.,5.0,0.18518518518518517,1.2268390655517578
altprompt,deepseek/deepseek-v3.2,dictator,,20,27,3,I share $5 dollars.,5.0,0.18518518518518517,1.4473998546600342
altprompt,deepseek/deepseek-v3.2,dictator,,20,95,1,I share $57 dollars.,57.0,0.6,1.8903753757476807
altprompt,deepseek/deepseek-v3.2,dictator,,20,95,2,I share 30 dollars.,30.0,0.3157894736842105,2.1263818740844727
altprompt,deepseek/deepseek-v3.2,dictator,,20,95,3,I share 25 dollars.,25.0,0.2631578947368421,3.0042741298675537
altprompt,deepseek/deepseek-v3.2,dictator,,20,10,1,I share 5 dollars.,5.0,0.5,3.224398612976074
altprompt,deepseek/deepseek-v3.2,dictator,,20,10,2,I share 3 dollars.,3.0,0.3,4.880047082901001
altprompt,deepseek/deepseek-v3.2,dictator,,20,10,3,I share 2 dollars.,2.0,0.2,1.6249542236328125
altprompt,deepseek/deepseek-v3.2,dictator,,20,1135,1,I share 220 dollars.,220.0,0.19383259911894274,2.5479824542999268
altprompt,deepseek/deepseek-v3.2,dictator,,20,1135,2,I share 340 dollars.,340.0,0.29955947136563876,2.6597769260406494
altprompt,deepseek/deepseek-v3.2,dictator,,20,1135,3,I share 227 dollars,227.0,0.2,5.460069417953491
altprompt,deepseek/deepseek-v3.2,dictator,,20,13578,1,I share 0 dollars.,0.0,0.0,2.211195230484009
altprompt,deepseek/deepseek-v3.2,dictator,,20,13578,2,I share $0 dollars.,0.0,0.0,2.078585624694824
altprompt,deepseek/deepseek-v3.2,dictator,,20,13578,3,I share 6789 dollars,6789.0,0.5,4.60452127456665
altprompt,deepseek/deepseek-v3.2,dictator,,20,46962,1,I share $0 dollars.,0.0,0.0,5.065805673599243
altprompt,deepseek/deepseek-v3.2,dictator,,20,46962,2,I share 0 dollars,0.0,0.0,5.67820143699646
altprompt,deepseek/deepseek-v3.2,dictator,,20,46962,3,I share 0 dollars,0.0,0.0,11.77059006690979
altprompt,deepseek/deepseek-v3.2,dictator,,20,162379,1,I share $0 dollars.,0.0,0.0,2.965546131134033
altprompt,deepseek/deepseek-v3.2,dictator,,20,162379,2,I share $0 dollars,0.0,0.0,6.017178297042847
altprompt,deepseek/deepseek-v3.2,dictator,,20,162379,3,I share 81189 dollars,81189.0,0.4999969207840915,3.6846418380737305
altprompt,deepseek/deepseek-v3.2,dictator,,20,250000,1,I share 50000 dollars.,50000.0,0.2,2.604328155517578
altprompt,deepseek/deepseek-v3.2,dictator,,20,250000,2,I share 100000 dollars,100000.0,0.4,1.7041378021240234
altprompt,deepseek/deepseek-v3.2,dictator,,20,250000,3,I share 0 dollars.,0.0,0.0,3.9947099685668945
altprompt,deepseek/deepseek-v3.2,dictator,,50,1,1,I share 0.50 dollars.,0.5,0.5,1.477409839630127
altprompt,deepseek/deepseek-v3.2,dictator,,50,1,2,I share 0.25 dollars.,0.25,0.25,1.5926470756530762
altprompt,deepseek/deepseek-v3.2,dictator,,50,1,3,I share $0.40 dollars.,0.4,0.4,2.85884690284729
altprompt,deepseek/deepseek-v3.2,dictator,,50,10,1,I share 4 dollars.,4.0,0.4,2.8633053302764893
altprompt,deepseek/deepseek-v3.2,dictator,,50,10,2,I share $3 dollars,3.0,0.3,13.757375001907349
altprompt,deepseek/deepseek-v3.2,dictator,,50,10,3,I share 2 dollars.,2.0,0.2,3.332641839981079
altprompt,deepseek/deepseek-v3.2,dictator,,20,328,1,I share 98 dollars.,98.0,0.29878048780487804,2.0584146976470947
altprompt,deepseek/deepseek-v3.2,dictator,,20,328,2,I share $0 dollars.,0.0,0.0,4.7242491245269775
altprompt,deepseek/deepseek-v3.2,dictator,,20,328,3,I share $32 dollars.,32.0,0.0975609756097561,3.733815908432007
altprompt,deepseek/deepseek-v3.2,dictator,,50,27,1,I share 4 dollars.,4.0,0.14814814814814814,1.6989805698394775
altprompt,deepseek/deepseek-v3.2,dictator,,50,27,2,I share 5 dollars.,5.0,0.18518518518518517,3.2508442401885986
altprompt,deepseek/deepseek-v3.2,dictator,,50,27,3,I share 5 dollars.,5.0,0.18518518518518517,1.6050028800964355
altprompt,deepseek/deepseek-v3.2,dictator,,50,95,1,I share 38 dollars.,38.0,0.4,3.171224594116211
altprompt,deepseek/deepseek-v3.2,dictator,,50,95,2,I share 28 dollars,28.0,0.29473684210526313,2.097644329071045
altprompt,deepseek/deepseek-v3.2,dictator,,50,95,3,I share $0 dollars.,0.0,0.0,2.0351128578186035
altprompt,deepseek/deepseek-v3.2,dictator,,50,328,1,I share $164 dollars.,164.0,0.5,2.1093997955322266
altprompt,deepseek/deepseek-v3.2,dictator,,50,328,2,I share 164 dollars,164.0,0.5,1.5642151832580566
altprompt,deepseek/deepseek-v3.2,dictator,,50,328,3,I share 50 dollars.,50.0,0.1524390243902439,1.9161639213562012
altprompt,deepseek/deepseek-v3.2,dictator,,50,1135,1,I share 340 dollars,340.0,0.29955947136563876,1.958456039428711
altprompt,deepseek/deepseek-v3.2,dictator,,50,1135,2,I share 225 dollars,225.0,0.19823788546255505,2.2953245639801025
altprompt,deepseek/deepseek-v3.2,dictator,,50,1135,3,I share 227 dollars.,227.0,0.2,7.34877872467041
altprompt,deepseek/deepseek-v3.2,dictator,,50,3926,1,I share 0 dollars.,0.0,0.0,1.7778041362762451
altprompt,deepseek/deepseek-v3.2,dictator,,50,3926,2,I share 1963 dollars,1963.0,0.5,6.5361247062683105
altprompt,deepseek/deepseek-v3.2,dictator,,50,3926,3,I share $0 dollars.,0.0,0.0,2.78092622756958
altprompt,deepseek/deepseek-v3.2,dictator,,50,13578,1,I share 6789 dollars.,6789.0,0.5,3.0921785831451416
altprompt,deepseek/deepseek-v3.2,dictator,,50,13578,2,I share 2715.6 dollars.,2715.6,0.19999999999999998,2.1455774307250977
altprompt,deepseek/deepseek-v3.2,dictator,,50,13578,3,I share 1357 dollars,1357.0,0.09994108116070113,1.387491226196289
altprompt,deepseek/deepseek-v3.2,dictator,,50,46962,1,I share $0 dollars.,0.0,0.0,4.676193952560425
altprompt,deepseek/deepseek-v3.2,dictator,,50,46962,2,I share 0 dollars.,0.0,0.0,6.257324934005737
altprompt,deepseek/deepseek-v3.2,dictator,,50,46962,3,I share 0 dollars.,0.0,0.0,1.3975355625152588
altprompt,deepseek/deepseek-v3.2,dictator,,50,162379,1,I share 0 dollars.,0.0,0.0,2.2413487434387207
altprompt,deepseek/deepseek-v3.2,dictator,,50,162379,2,I share $0 dollars,0.0,0.0,3.87162446975708
altprompt,deepseek/deepseek-v3.2,dictator,,50,162379,3,"I share 40,594 dollars.",40594.0,0.24999538117613732,6.953646421432495
altprompt,deepseek/deepseek-v3.2,dictator,,50,250000,1,I share 0 dollars,0.0,0.0,6.30087947845459
altprompt,deepseek/deepseek-v3.2,dictator,,50,250000,2,I share 0 dollars.,0.0,0.0,2.01485538482666
altprompt,deepseek/deepseek-v3.2,dictator,,50,250000,3,I share 50000 dollars,50000.0,0.2,1.7522647380828857
altprompt,deepseek/deepseek-v3.2,dictator,,100,10,1,I share 0 dollars.,0.0,0.0,2.346423387527466
altprompt,deepseek/deepseek-v3.2,dictator,,100,10,2,I share 2 dollars,2.0,0.2,1.966667652130127
altprompt,deepseek/deepseek-v3.2,dictator,,100,10,3,I share 2 dollars,2.0,0.2,1.8131754398345947
altprompt,deepseek/deepseek-v3.2,dictator,,100,27,1,I share 13 dollars,13.0,0.48148148148148145,1.8398776054382324
altprompt,deepseek/deepseek-v3.2,dictator,,100,27,2,I share 0 dollars.,0.0,0.0,2.1959517002105713
altprompt,deepseek/deepseek-v3.2,dictator,,100,27,3,I share 0 dollars,0.0,0.0,1.4442572593688965
altprompt,deepseek/deepseek-v3.2,dictator,,100,95,1,I share 0 dollars,0.0,0.0,1.982982873916626
altprompt,deepseek/deepseek-v3.2,dictator,,100,95,2,I share 19 dollars.,19.0,0.2,1.3899385929107666
altprompt,deepseek/deepseek-v3.2,dictator,,100,95,3,I share 0 dollars.,0.0,0.0,1.2805812358856201
altprompt,deepseek/deepseek-v3.2,dictator,,100,328,1,I share $32 dollars.,32.0,0.0975609756097561,1.5343029499053955
altprompt,deepseek/deepseek-v3.2,dictator,,100,328,2,I share 164 dollars.,164.0,0.5,1.9123642444610596
altprompt,deepseek/deepseek-v3.2,dictator,,100,328,3,I share $50 dollars,50.0,0.1524390243902439,1.2235608100891113
altprompt,deepseek/deepseek-v3.2,dictator,,100,1135,1,I share 0 dollars,0.0,0.0,3.5999789237976074
altprompt,deepseek/deepseek-v3.2,dictator,,100,1135,2,I share 200 dollars.,200.0,0.1762114537444934,3.166879177093506
altprompt,deepseek/deepseek-v3.2,dictator,,100,1135,3,I share 227 dollars.,227.0,0.2,2.7830638885498047
altprompt,deepseek/deepseek-v3.2,dictator,,100,3926,1,I share 0 dollars.,0.0,0.0,1.3169207572937012
altprompt,deepseek/deepseek-v3.2,dictator,,100,3926,2,I share 784 dollars.,784.0,0.19969434538970962,1.7789497375488281
altprompt,deepseek/deepseek-v3.2,dictator,,100,3926,3,I share 0 dollars,0.0,0.0,2.3509745597839355
altprompt,deepseek/deepseek-v3.2,dictator,,100,13578,1,I share 1357 dollars,1357.0,0.09994108116070113,4.66206431388855
altprompt,deepseek/deepseek-v3.2,dictator,,100,13578,2,I share $0 dollars,0.0,0.0,1.0041511058807373
altprompt,deepseek/deepseek-v3.2,dictator,,100,13578,3,I share 678 dollars,678.0,0.04993371630578878,1.8564600944519043
altprompt,deepseek/deepseek-v3.2,dictator,,100,46962,1,I share 0 dollars.,0.0,0.0,1.7376728057861328
altprompt,deepseek/deepseek-v3.2,dictator,,100,46962,2,I share 0 dollars.,0.0,0.0,1.8493881225585938
altprompt,deepseek/deepseek-v3.2,dictator,,100,46962,3,I share 0 dollars.,0.0,0.0,1.8962979316711426
altprompt,deepseek/deepseek-v3.2,dictator,,20,3926,1,I share 0 dollars.,0.0,0.0,1.6398053169250488
altprompt,deepseek/deepseek-v3.2,dictator,,20,3926,2,I share 0 dollars,0.0,0.0,2.2882590293884277
altprompt,deepseek/deepseek-v3.2,dictator,,20,3926,3,I share 0 dollars,0.0,0.0,1.500077247619629
altprompt,deepseek/deepseek-v3.2,dictator,,100,162379,1,I share 0 dollars,0.0,0.0,2.343249559402466
altprompt,deepseek/deepseek-v3.2,dictator,,100,162379,2,I share $0 dollars,0.0,0.0,4.137815475463867
altprompt,deepseek/deepseek-v3.2,dictator,,100,162379,3,I share $0 dollars.,0.0,0.0,2.713069200515747
altprompt,deepseek/deepseek-v3.2,dictator,,100,250000,1,I share 0 dollars,0.0,0.0,1.4263074398040771
altprompt,deepseek/deepseek-v3.2,dictator,,100,250000,2,I share 0 dollars.,0.0,0.0,1.337231159210205
altprompt,deepseek/deepseek-v3.2,dictator,,100,250000,3,I share 50000 dollars,50000.0,0.2,1.2353358268737793
altprompt,deepseek/deepseek-v3.2,dictator,,20,1,1,I share $0.20 dollars,0.2,0.2,7.2747108936309814
altprompt,deepseek/deepseek-v3.2,dictator,,20,1,2,I share 0.10 dollars.,0.1,0.1,2.03635311126709
altprompt,deepseek/deepseek-v3.2,dictator,,20,1,3,I share $0.40 dollars.,0.4,0.4,1.4823756217956543
altprompt,deepseek/deepseek-v3.2,dictator,,10,162379,1,"I share $4,860 dollars.",4860.0,0.029929978630241594,2.730344295501709
altprompt,deepseek/deepseek-v3.2,dictator,,10,162379,2,"I share $16,237 dollars.",16237.0,0.09999445741136477,2.20644474029541
altprompt,deepseek/deepseek-v3.2,dictator,,10,162379,3,I share 16237 dollars,16237.0,0.09999445741136477,1.4512746334075928
altprompt,deepseek/deepseek-v3.2,dictator,,100,1,1,I share 0.50 dollars.,0.5,0.5,5.4179182052612305
altprompt,deepseek/deepseek-v3.2,dictator,,100,1,2,I share $0.15 dollars.,0.15,0.15,1.635343074798584
altprompt,deepseek/deepseek-v3.2,dictator,,100,1,3,I share $0.10 dollars.,0.1,0.1,1.737182855606079
altprompt,deepseek/deepseek-v3.2,dictator,,10,250000,1,"I share $25,000 dollars",25000.0,0.1,2.739901542663574
altprompt,deepseek/deepseek-v3.2,dictator,,10,250000,2,"I share $20,000 dollars.",20000.0,0.08,2.0659210681915283
altprompt,deepseek/deepseek-v3.2,dictator,,10,250000,3,"I share 25,000 dollars",25000.0,0.1,1.7373430728912354
