model,game,social_distance,money,rep,raw_response,share,share_pct,latency_s
deepseek/deepseek-v3.2,dictator,1,144,2,I share 72 dollars,72.0,0.5,3.901643753051758
deepseek/deepseek-v3.2,dictator,1,144,3,I share 72 dollars.,72.0,0.5,6.7426862716674805
deepseek/deepseek-v3.2,dictator,1,496,1,I share 248 dollars.,248.0,0.5,2.5214719772338867
deepseek/deepseek-v3.2,dictator,1,496,2,I share 248 dollars.,248.0,0.5,5.574946880340576
deepseek/deepseek-v3.2,dictator,1,496,3,I share 248 dollars.,248.0,0.5,5.60146689414978
deepseek/deepseek-v3.2,dictator,1,328,1,I share 164 dollars.,164.0,0.5,6.1368772983551025
deepseek/deepseek-v3.2,dictator,1,328,2,I share 164 dollars.,164.0,0.5,6.8384644985198975
deepseek/deepseek-v3.2,dictator,1,328,3,I share 164 dollars.,164.0,0.5,4.359066486358643
deepseek/deepseek-v3.2,dictator,1,217,1,I share 108 dollars.,108.0,0.4976958525345622,16.891443490982056
deepseek/deepseek-v3.2,dictator,1,217,2,I share 108 dollars.,108.0,0.4976958525345622,2.7523019313812256
deepseek/deepseek-v3.2,dictator,1,217,3,I share 108 dollars.,108.0,0.4976958525345622,6.620392322540283
deepseek/deepseek-v3.2,dictator,1,751,1,I share 376 dollars,376.0,0.5006657789613849,6.438957929611206
deepseek/deepseek-v3.2,dictator,1,751,2,I share 376 dollars.,376.0,0.5006657789613849,5.8230345249176025
deepseek/deepseek-v3.2,dictator,1,751,3,I share 375 dollars,375.0,0.4993342210386152,4.7213521003723145
deepseek/deepseek-v3.2,dictator,1,1135,1,I share 567 dollars.,567.0,0.4995594713656388,8.077680349349976
deepseek/deepseek-v3.2,dictator,1,1135,2,I share 568 dollars,568.0,0.5004405286343613,2.412224531173706
deepseek/deepseek-v3.2,dictator,1,1135,3,I share 567 dollars.,567.0,0.4995594713656388,7.348191022872925
deepseek/deepseek-v3.2,dictator,1,1717,1,I share 858 dollars,858.0,0.49970879440885263,7.761940240859985
deepseek/deepseek-v3.2,dictator,1,1717,2,I share 858 dollars.,858.0,0.49970879440885263,3.381030321121216
deepseek/deepseek-v3.2,dictator,1,1717,3,I share 858 dollars.,858.0,0.49970879440885263,6.4950385093688965
deepseek/deepseek-v3.2,dictator,1,3926,1,I share 1963 dollars.,1963.0,0.5,5.493897199630737
deepseek/deepseek-v3.2,dictator,1,3926,2,I share 1963 dollars.,1963.0,0.5,6.460042715072632
deepseek/deepseek-v3.2,dictator,1,3926,3,I share $1963 dollars.,1963.0,0.5,5.537964105606079
deepseek/deepseek-v3.2,dictator,1,2596,1,I share $1298 dollars.,1298.0,0.5,5.9477643966674805
deepseek/deepseek-v3.2,dictator,1,2596,2,I share $1298 dollars.,1298.0,0.5,8.900846242904663
deepseek/deepseek-v3.2,dictator,1,2596,3,I share $1298 dollars.,1298.0,0.5,2.8951733112335205
deepseek/deepseek-v3.2,dictator,1,5938,1,I share $3000 dollars.,3000.0,0.5052206130010104,6.801247596740723
deepseek/deepseek-v3.2,dictator,1,5938,2,I share 2970 dollars.,2970.0,0.5001684068710003,4.85407280921936
deepseek/deepseek-v3.2,dictator,1,5938,3,I share 2970 dollars,2970.0,0.5001684068710003,5.651057004928589
deepseek/deepseek-v3.2,dictator,1,8979,1,I share 4490 dollars.,4490.0,0.5000556854883618,6.658163785934448
deepseek/deepseek-v3.2,dictator,1,8979,2,I share 4490 dollars,4490.0,0.5000556854883618,8.246121644973755
deepseek/deepseek-v3.2,dictator,1,8979,3,I share 4489.50 dollars,4489.5,0.5,5.683116436004639
deepseek/deepseek-v3.2,dictator,1,20531,1,"I share $10,265 dollars.",10265.0,0.49997564658321564,5.321504831314087
deepseek/deepseek-v3.2,dictator,1,20531,2,I share 10265 dollars.,10265.0,0.49997564658321564,2.4483296871185303
deepseek/deepseek-v3.2,dictator,1,20531,3,I share 10265 dollars.,10265.0,0.49997564658321564,5.509932279586792
deepseek/deepseek-v3.2,dictator,1,13578,1,"I share $6,789 dollars",6789.0,0.5,6.222237586975098
deepseek/deepseek-v3.2,dictator,1,13578,2,"I share $6,789 dollars",6789.0,0.5,7.258497953414917
deepseek/deepseek-v3.2,dictator,1,13578,3,I share $6780 dollars.,6780.0,0.4993371630578878,6.7603747844696045
deepseek/deepseek-v3.2,dictator,1,31054,1,I share 15527 dollars.,15527.0,0.5,3.875723123550415
deepseek/deepseek-v3.2,dictator,1,31054,2,"I share $15,527 dollars.",15527.0,0.5,6.3487207889556885
deepseek/deepseek-v3.2,dictator,1,31054,3,I share 15527 dollars.,15527.0,0.5,5.458539962768555
deepseek/deepseek-v3.2,dictator,1,46962,1,I share 23500 dollars,23500.0,0.5004045824283463,2.4207351207733154
deepseek/deepseek-v3.2,dictator,1,46962,2,I share 23481 dollars.,23481.0,0.5,4.819234371185303
deepseek/deepseek-v3.2,dictator,1,46962,3,I share 20000 dollars,20000.0,0.4258762403645501,9.18506646156311
deepseek/deepseek-v3.2,dictator,1,71000,1,"I share $35,500 dollars.",35500.0,0.5,8.1323823928833
deepseek/deepseek-v3.2,dictator,1,71000,2,I share 35500 dollars.,35500.0,0.5,5.86757755279541
deepseek/deepseek-v3.2,dictator,1,71000,3,"I share $35,500 dollars.",35500.0,0.5,6.160414457321167
deepseek/deepseek-v3.2,dictator,1,107392,1,I share 53696 dollars.,53696.0,0.5,7.8770341873168945
deepseek/deepseek-v3.2,dictator,1,107392,2,"I share 50,000 dollars.",50000.0,0.4655840286054827,5.336558818817139
deepseek/deepseek-v3.2,dictator,1,107392,3,I share 48371 dollars.,48371.0,0.4504153009535161,10.840809345245361
deepseek/deepseek-v3.2,dictator,1,162379,1,I share $81189.5 dollars.,81189.5,0.5,5.456323862075806
deepseek/deepseek-v3.2,dictator,1,162379,2,"I share $81,189.50 dollars.",81189.5,0.5,6.604726076126099
deepseek/deepseek-v3.2,dictator,1,162379,3,"I share $81,190 dollars",81190.0,0.5000030792159085,15.40589451789856
deepseek/deepseek-v3.2,dictator,2,2,1,I share 1 dollars,1.0,0.5,6.357660531997681
deepseek/deepseek-v3.2,dictator,2,2,2,I share 0.50 dollars.,0.5,0.25,11.658200740814209
deepseek/deepseek-v3.2,dictator,2,2,3,I share 1 dollar.,1.0,0.5,8.975866317749023
deepseek/deepseek-v3.2,dictator,1,250000,1,I share 125000 dollars.,125000.0,0.5,6.242008924484253
deepseek/deepseek-v3.2,dictator,1,250000,2,I share 125000 dollars.,125000.0,0.5,12.919655323028564
deepseek/deepseek-v3.2,dictator,1,250000,3,"I share $125,000 dollars.",125000.0,0.5,9.993143320083618
deepseek/deepseek-v3.2,dictator,2,1,1,I share 0.50 dollars.,0.5,0.5,6.215076208114624
deepseek/deepseek-v3.2,dictator,2,1,2,I share 0.50 dollars.,0.5,0.5,10.887179374694824
deepseek/deepseek-v3.2,dictator,2,1,3,I share 0.25 dollars.,0.25,0.25,11.214037895202637
deepseek/deepseek-v3.2,dictator,2,18,1,I share 9 dollars.,9.0,0.5,5.707926511764526
deepseek/deepseek-v3.2,dictator,2,18,2,I share 9 dollars.,9.0,0.5,8.233045816421509
deepseek/deepseek-v3.2,dictator,2,18,3,I share 9 dollars.,9.0,0.5,2.507150411605835
deepseek/deepseek-v3.2,dictator,2,10,1,I share 5 dollars.,5.0,0.5,4.854901552200317
deepseek/deepseek-v3.2,dictator,2,10,2,I share 5 dollars.,5.0,0.5,8.813790798187256
deepseek/deepseek-v3.2,dictator,2,10,3,I share 5 dollars.,5.0,0.5,3.2921125888824463
deepseek/deepseek-v3.2,dictator,2,8,1,I share 4 dollars.,4.0,0.5,8.05204701423645
deepseek/deepseek-v3.2,dictator,2,8,2,I share 4 dollars.,4.0,0.5,6.372162342071533
deepseek/deepseek-v3.2,dictator,2,8,3,I share 4 dollars,4.0,0.5,10.919230699539185
deepseek/deepseek-v3.2,dictator,2,12,1,I share 6 dollars.,6.0,0.5,5.549416780471802
deepseek/deepseek-v3.2,dictator,2,12,2,I share 6 dollars.,6.0,0.5,7.811568021774292
deepseek/deepseek-v3.2,dictator,2,12,3,I share 6 dollars.,6.0,0.5,5.150345325469971
deepseek/deepseek-v3.2,dictator,2,5,1,I share $2.50 dollars.,2.5,0.5,18.502936601638794
deepseek/deepseek-v3.2,dictator,2,5,2,I share 2.50 dollars.,2.5,0.5,13.378889799118042
deepseek/deepseek-v3.2,dictator,2,5,3,I share 2.50 dollars.,2.5,0.5,3.8697142601013184
deepseek/deepseek-v3.2,dictator,2,3,1,I share 1 dollar.,1.0,0.3333333333333333,10.585481643676758
deepseek/deepseek-v3.2,dictator,2,3,2,I share $1.50 dollars.,1.5,0.5,4.952484369277954
deepseek/deepseek-v3.2,dictator,2,3,3,I share 1 dollar.,1.0,0.3333333333333333,4.784512996673584
deepseek/deepseek-v3.2,dictator,2,63,1,I share 31 dollars.,31.0,0.49206349206349204,5.296124458312988
deepseek/deepseek-v3.2,dictator,2,63,2,I share 31 dollars.,31.0,0.49206349206349204,5.933366775512695
deepseek/deepseek-v3.2,dictator,2,63,3,I share 31 dollars.,31.0,0.49206349206349204,7.560527801513672
deepseek/deepseek-v3.2,dictator,2,95,1,I share 48 dollars,48.0,0.5052631578947369,5.308028697967529
deepseek/deepseek-v3.2,dictator,2,95,2,I share 47 dollars.,47.0,0.49473684210526314,4.855143785476685
deepseek/deepseek-v3.2,dictator,2,95,3,I share 48 dollars.,48.0,0.5052631578947369,7.985960483551025
deepseek/deepseek-v3.2,dictator,2,144,1,I share 72 dollars.,72.0,0.5,4.865418195724487
deepseek/deepseek-v3.2,dictator,2,144,2,I share 72 dollars.,72.0,0.5,6.2661662101745605
deepseek/deepseek-v3.2,dictator,2,144,3,I share 72 dollars.,72.0,0.5,4.440788745880127
deepseek/deepseek-v3.2,dictator,2,27,1,I share 13 dollars.,13.0,0.48148148148148145,2.392490863800049
deepseek/deepseek-v3.2,dictator,2,27,2,I share 10 dollars.,10.0,0.37037037037037035,6.849872350692749
deepseek/deepseek-v3.2,dictator,2,27,3,I share 10 dollars.,10.0,0.37037037037037035,4.3979246616363525
deepseek/deepseek-v3.2,dictator,2,41,1,I share $20.50 dollars.,20.5,0.5,9.935573816299438
deepseek/deepseek-v3.2,dictator,2,41,2,I share $20 dollars.,20.0,0.4878048780487805,8.722743034362793
deepseek/deepseek-v3.2,dictator,2,41,3,I share $20 dollars.,20.0,0.4878048780487805,4.668622970581055
deepseek/deepseek-v3.2,dictator,2,496,1,I share 248 dollars.,248.0,0.5,2.3846495151519775
deepseek/deepseek-v3.2,dictator,2,496,2,I share 248 dollars.,248.0,0.5,5.17123007774353
deepseek/deepseek-v3.2,dictator,2,496,3,I share 248 dollars.,248.0,0.5,1.0673472881317139
deepseek/deepseek-v3.2,dictator,2,217,1,I share 108 dollars,108.0,0.4976958525345622,6.3285298347473145
deepseek/deepseek-v3.2,dictator,2,217,2,I share 108 dollars,108.0,0.4976958525345622,3.68927264213562
deepseek/deepseek-v3.2,dictator,2,217,3,I share 108 dollars.,108.0,0.4976958525345622,2.33141827583313
deepseek/deepseek-v3.2,dictator,2,328,1,I share 164 dollars.,164.0,0.5,6.4390709400177
deepseek/deepseek-v3.2,dictator,2,328,2,I share 164 dollars.,164.0,0.5,2.8846487998962402
deepseek/deepseek-v3.2,dictator,2,328,3,I share 164 dollars.,164.0,0.5,7.3987812995910645
deepseek/deepseek-v3.2,dictator,2,1135,1,I share 500 dollars.,500.0,0.44052863436123346,4.71732234954834
deepseek/deepseek-v3.2,dictator,2,1135,2,I share 568 dollars,568.0,0.5004405286343613,1.824005365371704
deepseek/deepseek-v3.2,dictator,2,1135,3,I share 567 dollars.,567.0,0.4995594713656388,7.628206491470337
deepseek/deepseek-v3.2,dictator,2,751,1,I share 376 dollars.,376.0,0.5006657789613849,5.672099590301514
deepseek/deepseek-v3.2,dictator,2,751,2,I share 250 dollars.,250.0,0.33288948069241014,6.7894182205200195
deepseek/deepseek-v3.2,dictator,2,751,3,I share 376 dollars.,376.0,0.5006657789613849,6.309834718704224
deepseek/deepseek-v3.2,dictator,2,1717,1,I share 858 dollars.,858.0,0.49970879440885263,5.144277811050415
deepseek/deepseek-v3.2,dictator,2,1717,2,I share 500 dollars,500.0,0.29120559114735,7.0558249950408936
deepseek/deepseek-v3.2,dictator,2,1717,3,I share 858 dollars,858.0,0.49970879440885263,7.240729570388794
deepseek/deepseek-v3.2,dictator,2,3926,1,I share 1963 dollars.,1963.0,0.5,7.866178512573242
deepseek/deepseek-v3.2,dictator,2,3926,2,I share 1963 dollars.,1963.0,0.5,3.4083664417266846
deepseek/deepseek-v3.2,dictator,2,3926,3,I share 1963 dollars.,1963.0,0.5,15.829151391983032
deepseek/deepseek-v3.2,dictator,2,2596,1,I share 1298 dollars.,1298.0,0.5,6.8448193073272705
deepseek/deepseek-v3.2,dictator,2,2596,2,I share 1298 dollars.,1298.0,0.5,7.1946306228637695
deepseek/deepseek-v3.2,dictator,2,2596,3,I share 1298 dollars.,1298.0,0.5,14.922118425369263
deepseek/deepseek-v3.2,dictator,2,8979,1,I share 4489 dollars.,4489.0,0.4999443145116383,4.531283617019653
deepseek/deepseek-v3.2,dictator,2,8979,2,I share 4490 dollars.,4490.0,0.5000556854883618,15.260600566864014
deepseek/deepseek-v3.2,dictator,2,8979,3,I share 4489 dollars.,4489.0,0.4999443145116383,6.23068642616272
deepseek/deepseek-v3.2,dictator,2,5938,1,I share 2970 dollars.,2970.0,0.5001684068710003,5.940414190292358
deepseek/deepseek-v3.2,dictator,2,5938,2,"I share 2,000 dollars",2000.0,0.33681374200067365,14.948948383331299
deepseek/deepseek-v3.2,dictator,2,5938,3,I share 2969 dollars,2969.0,0.5,7.4332215785980225
deepseek/deepseek-v3.2,dictator,2,13578,1,I share $6780 dollars.,6780.0,0.4993371630578878,16.510115146636963
deepseek/deepseek-v3.2,dictator,2,13578,2,I share 6780 dollars,6780.0,0.4993371630578878,5.9303460121154785
deepseek/deepseek-v3.2,dictator,2,13578,3,I share 6789 dollars.,6789.0,0.5,7.3705735206604
deepseek/deepseek-v3.2,dictator,2,46962,1,I share 23481 dollars.,23481.0,0.5,6.306451797485352
deepseek/deepseek-v3.2,dictator,2,46962,2,I share 23500 dollars.,23500.0,0.5004045824283463,5.432324647903442
deepseek/deepseek-v3.2,dictator,2,46962,3,I share 23481 dollars.,23481.0,0.5,5.381977796554565
deepseek/deepseek-v3.2,dictator,2,31054,1,"I share $15,527 dollars",15527.0,0.5,9.51331114768982
deepseek/deepseek-v3.2,dictator,2,31054,2,"I share $15,527 dollars",15527.0,0.5,4.598626136779785
deepseek/deepseek-v3.2,dictator,2,31054,3,"I share 15,527 dollars.",15527.0,0.5,7.581179857254028
deepseek/deepseek-v3.2,dictator,2,20531,1,I share 10265 dollars.,10265.0,0.49997564658321564,17.624857187271118
deepseek/deepseek-v3.2,dictator,2,20531,2,I share 8200 dollars,8200.0,0.3993960352637475,7.53432559967041
deepseek/deepseek-v3.2,dictator,2,20531,3,I share 10265 dollars,10265.0,0.49997564658321564,11.993635654449463
deepseek/deepseek-v3.2,dictator,2,107392,1,"I share 50,000 dollars.",50000.0,0.4655840286054827,5.322787046432495
deepseek/deepseek-v3.2,dictator,2,107392,2,"I share 40,000 dollars.",40000.0,0.37246722288438616,5.481446743011475
deepseek/deepseek-v3.2,dictator,2,107392,3,"I share 53,696 dollars.",53696.0,0.5,11.119223356246948
deepseek/deepseek-v3.2,dictator,2,71000,1,I share 35500 dollars.,35500.0,0.5,6.170849800109863
deepseek/deepseek-v3.2,dictator,2,71000,2,I share 35500 dollars.,35500.0,0.5,5.340418815612793
deepseek/deepseek-v3.2,dictator,2,71000,3,"I share 25,000 dollars.",25000.0,0.352112676056338,11.820391178131104
deepseek/deepseek-v3.2,dictator,2,162379,1,"I share $81,189.50 dollars.",81189.5,0.5,5.371268272399902
deepseek/deepseek-v3.2,dictator,2,162379,2,"I share $81,189 dollars.",81189.0,0.4999969207840915,11.90807580947876
deepseek/deepseek-v3.2,dictator,2,162379,3,"I share $81,189.50 dollars.",81189.5,0.5,7.0616536140441895
deepseek/deepseek-v3.2,dictator,4,2,1,I share 1 dollar.,1.0,0.5,6.845030069351196
deepseek/deepseek-v3.2,dictator,4,2,2,I share 1.00 dollars.,1.0,0.5,4.7261223793029785
deepseek/deepseek-v3.2,dictator,4,2,3,I share 1 dollar.,1.0,0.5,10.625773191452026
deepseek/deepseek-v3.2,dictator,4,1,1,I share 0 dollars.,0.0,0.0,8.404475450515747
deepseek/deepseek-v3.2,dictator,4,1,2,I share 0.50 dollars.,0.5,0.5,3.7166454792022705
deepseek/deepseek-v3.2,dictator,4,1,3,I share 0.50 dollars.,0.5,0.5,11.405211210250854
deepseek/deepseek-v3.2,dictator,4,5,1,I share 2 dollars.,2.0,0.4,4.397394180297852
deepseek/deepseek-v3.2,dictator,4,5,2,I share $2 dollars.,2.0,0.4,10.234087467193604
deepseek/deepseek-v3.2,dictator,4,5,3,I share 2 dollars.,2.0,0.4,6.232866287231445
deepseek/deepseek-v3.2,dictator,2,250000,1,"I share $125,000 dollars.",125000.0,0.5,11.13996148109436
deepseek/deepseek-v3.2,dictator,2,250000,2,"I share $125,000 dollars.",125000.0,0.5,9.7122483253479
deepseek/deepseek-v3.2,dictator,2,250000,3,I share 125000 dollars.,125000.0,0.5,6.580288648605347
deepseek/deepseek-v3.2,dictator,4,3,1,I share 1.5 dollars.,1.5,0.5,7.125554800033569
deepseek/deepseek-v3.2,dictator,4,3,2,I share 1.50 dollars.,1.5,0.5,8.869733810424805
deepseek/deepseek-v3.2,dictator,4,3,3,I share 1.5 dollars.,1.5,0.5,5.953338623046875
deepseek/deepseek-v3.2,dictator,4,8,1,I share 4 dollars,4.0,0.5,7.259144306182861
deepseek/deepseek-v3.2,dictator,4,8,2,I share 4 dollars,4.0,0.5,4.608685731887817
deepseek/deepseek-v3.2,dictator,4,8,3,I share 4 dollars.,4.0,0.5,6.233536243438721
deepseek/deepseek-v3.2,dictator,4,12,1,I share 3 dollars.,3.0,0.25,8.085262775421143
deepseek/deepseek-v3.2,dictator,4,12,2,I share 5 dollars.,5.0,0.4166666666666667,3.7228949069976807
deepseek/deepseek-v3.2,dictator,4,12,3,I share 6 dollars.,6.0,0.5,6.532972812652588
deepseek/deepseek-v3.2,dictator,4,10,1,I share 4 dollars.,4.0,0.4,8.405364751815796
deepseek/deepseek-v3.2,dictator,4,10,2,I share 4 dollars.,4.0,0.4,4.190347909927368
deepseek/deepseek-v3.2,dictator,4,10,3,I share 5 dollars.,5.0,0.5,8.175187110900879
deepseek/deepseek-v3.2,dictator,4,41,1,I share 0 dollars.,0.0,0.0,7.3639235496521
deepseek/deepseek-v3.2,dictator,4,41,2,I share $20 dollars,20.0,0.4878048780487805,4.953328847885132
deepseek/deepseek-v3.2,dictator,4,41,3,I share 16 dollars.,16.0,0.3902439024390244,5.77988076210022
deepseek/deepseek-v3.2,dictator,4,27,1,I share 9 dollars,9.0,0.3333333333333333,6.803948402404785
deepseek/deepseek-v3.2,dictator,4,27,2,I share 14 dollars.,14.0,0.5185185185185185,5.231305837631226
deepseek/deepseek-v3.2,dictator,4,27,3,I share 13 dollars.,13.0,0.48148148148148145,7.076638698577881
deepseek/deepseek-v3.2,dictator,4,18,1,I share 9 dollars,9.0,0.5,9.376001834869385
deepseek/deepseek-v3.2,dictator,4,18,2,I share 9 dollars.,9.0,0.5,4.484780550003052
deepseek/deepseek-v3.2,dictator,4,18,3,I share 9 dollars.,9.0,0.5,7.3041675090789795
deepseek/deepseek-v3.2,dictator,4,63,1,I share 28 dollars.,28.0,0.4444444444444444,7.762374639511108
deepseek/deepseek-v3.2,dictator,4,63,2,I share 31 dollars.,31.0,0.49206349206349204,6.911261796951294
deepseek/deepseek-v3.2,dictator,4,63,3,I share 20 dollars.,20.0,0.31746031746031744,4.691331624984741
deepseek/deepseek-v3.2,dictator,4,144,1,I share 72 dollars.,72.0,0.5,3.9604434967041016
deepseek/deepseek-v3.2,dictator,4,144,2,I share 40 dollars.,40.0,0.2777777777777778,6.890907526016235
deepseek/deepseek-v3.2,dictator,4,144,3,I share 72 dollars.,72.0,0.5,6.038245916366577
deepseek/deepseek-v3.2,dictator,4,95,1,I share 38 dollars.,38.0,0.4,7.067978620529175
deepseek/deepseek-v3.2,dictator,4,95,2,I share 38 dollars.,38.0,0.4,6.925538063049316
deepseek/deepseek-v3.2,dictator,4,95,3,I share 40 dollars.,40.0,0.42105263157894735,5.6443610191345215
deepseek/deepseek-v3.2,dictator,4,217,1,I share 80 dollars.,80.0,0.3686635944700461,1.9758827686309814
deepseek/deepseek-v3.2,dictator,4,217,2,I share 108 dollars.,108.0,0.4976958525345622,4.872543573379517
deepseek/deepseek-v3.2,dictator,4,217,3,I share 100 dollars,100.0,0.4608294930875576,7.863849639892578
deepseek/deepseek-v3.2,dictator,4,496,1,I share 124 dollars.,124.0,0.25,6.313116073608398
deepseek/deepseek-v3.2,dictator,4,496,2,I share 248 dollars.,248.0,0.5,4.83524751663208
deepseek/deepseek-v3.2,dictator,4,496,3,I share 124 dollars.,124.0,0.25,10.033550500869751
deepseek/deepseek-v3.2,dictator,4,328,1,I share 164 dollars.,164.0,0.5,7.450632572174072
deepseek/deepseek-v3.2,dictator,4,328,2,I share 164 dollars.,164.0,0.5,6.530879259109497
deepseek/deepseek-v3.2,dictator,4,328,3,I share 164 dollars.,164.0,0.5,16.20263433456421
deepseek/deepseek-v3.2,dictator,4,751,1,I share 400 dollars.,400.0,0.5326231691078562,8.781765222549438
deepseek/deepseek-v3.2,dictator,4,751,2,I share 280 dollars.,280.0,0.37283621837549935,9.572778224945068
deepseek/deepseek-v3.2,dictator,4,751,3,I share 200 dollars,200.0,0.2663115845539281,6.097488641738892
deepseek/deepseek-v3.2,dictator,4,3926,1,I share 981 dollars.,981.0,0.249872643912379,6.432600736618042
deepseek/deepseek-v3.2,dictator,4,3926,2,I share 1500 dollars.,1500.0,0.38206826286296486,1.9427967071533203
deepseek/deepseek-v3.2,dictator,4,3926,3,I share $1570 dollars.,1570.0,0.3998981151299032,10.868683338165283
deepseek/deepseek-v3.2,dictator,4,2596,1,I share 1298 dollars,1298.0,0.5,9.517483949661255
deepseek/deepseek-v3.2,dictator,4,2596,2,I share 1040 dollars.,1040.0,0.40061633281972264,8.757226467132568
deepseek/deepseek-v3.2,dictator,4,2596,3,I share 500 dollars.,500.0,0.1926040061633282,10.143689393997192
deepseek/deepseek-v3.2,dictator,4,1717,1,I share 600 dollars.,600.0,0.34944670937682004,10.282809019088745
deepseek/deepseek-v3.2,dictator,4,1717,2,I share $858 dollars.,858.0,0.49970879440885263,6.738196611404419
deepseek/deepseek-v3.2,dictator,4,1717,3,I share 429 dollars.,429.0,0.24985439720442632,11.970905542373657
deepseek/deepseek-v3.2,dictator,4,1135,1,I share 450 dollars.,450.0,0.3964757709251101,10.01553225517273
deepseek/deepseek-v3.2,dictator,4,1135,2,I share 400 dollars.,400.0,0.3524229074889868,9.209911346435547
deepseek/deepseek-v3.2,dictator,4,1135,3,I share 600 dollars.,600.0,0.5286343612334802,10.613198518753052
deepseek/deepseek-v3.2,dictator,4,8979,1,I share 3000 dollars.,3000.0,0.3341129301703976,11.338160276412964
deepseek/deepseek-v3.2,dictator,4,8979,2,I share 2693 dollars,2693.0,0.29992204031629355,1.5700747966766357
deepseek/deepseek-v3.2,dictator,4,8979,3,I share 3000 dollars,3000.0,0.3341129301703976,12.491483449935913
deepseek/deepseek-v3.2,dictator,4,5938,1,I share 2970 dollars.,2970.0,0.5001684068710003,11.757933855056763
deepseek/deepseek-v3.2,dictator,4,5938,2,I share 1500 dollars.,1500.0,0.2526103065005052,1.9855105876922607
